Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
276,Chatot,,441,♂,1377,141,6,5,10,46.7,30.0,30.0,,,,"2026-09-25 00:28","2026-09-25 00:28",,,,0,0,0,5000,39.68%,2471,94.45%,62000,64,Chatot,,0,39.61%,2474,84.37%,400000,182,Chatot,,0,,,,,,,,,
277,Squawkabilly,,931,♂,1378,137,14,12,13,86.7,25.0,25.0,,,,"2026-09-25 00:28","2026-09-25 00:28",,,,0,0,0,3500,41.12%,2412,94.47%,16000,14,Squawkabilly,,0,98.07%,80,96.45%,444000,220,Squawkabilly,,0,,,,,,,,,
278,Zangoose,,335,♀,1400,112,11,7,2,44.4,22.0,22.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,3000,32.01%,2785,94.01%,9500,9,Zangoose,,0,30.23%,2858,93.81%,434000,238,Zangoose,,0,,,,,,,,,
279,Dedenne,,702,♂,1454,128,11,3,9,51.1,30.0,30.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,5000,18.83%,3325,93.55%,16000,14,Dedenne,,0,45.91%,2216,86.93%,400000,182,Dedenne,,0,,,,,,,,,
280,Squawkabilly,,931,♂,1466,145,6,4,9,42.2,29.0,29.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,15000,50.13%,2043,94.90%,5000,4,Squawkabilly,,0,28.55%,2927,84.25%,410000,190,Squawkabilly,,0,,,,,,,,,
281,Squawkabilly,,931,♂,1521,147,11,11,15,82.2,28.0,28.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,4500,,,,,,,,,94.80%,214,94.73%,419000,198,Squawkabilly,,0,,,,,,,,,
282,Squawkabilly,,931,♀,1551,145,15,12,13,88.9,28.0,28.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,4500,,,,,,,,,98.66%,56,96.94%,419000,198,Squawkabilly,,0,,,,,,,,,
283,Charizard,Normal,6,♂,1592,117,12,10,11,73.3,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,15000,,,,,,,,,47.59%,2147,95.79%,103000,92,Charizard,Normal,0,,,,,,,,,
284,Charizard,Normal,6,♂,1608,118,10,15,13,84.4,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,87.16%,527,97.44%,97000,86,Charizard,Normal,0,,,,,,,,,
285,Charizard,Mega Y,6,♂,2499,118,12,13,13,84.4,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,15000,,,,,,,,,,,,,,,,,,,,,,,,,
286,Hitmonlee,,106,♂,1614,94,8,1,8,37.8,24.0,24.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,3500,,,,,,,,,18.02%,3358,94.44%,301000,226,Hitmonlee,,0,,,,,,,,,
287,Charizard,Normal,6,♂,1617,120,12,12,15,86.7,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,51.77%,1976,95.93%,91000,80,Charizard,Normal,0,,,,,,,,,
288,Solrock,,338,,1673,146,14,2,4,44.4,27.0,27.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,4000,,,,,,,,,37.66%,2554,92.12%,428000,206,Solrock,,0,,,,,,,,,
289,Articuno,Normal,144,,1684,132,10,11,14,77.8,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,56.73%,1773,96.31%,70000,62,Articuno,Normal,0,,,,,,,,,
290,Squawkabilly,,931,♀,1690,150,12,11,8,68.9,33.0,33.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,6000,,,,,,,,,83.93%,659,91.93%,366000,150,Squawkabilly,,0,,,,,,,,,
291,Articuno,Normal,144,,1693,129,13,11,10,75.6,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,47.69%,2143,95.90%,70000,62,Articuno,Normal,0,,,,,,,,,
292,Articuno,Normal,144,,1694,132,10,14,14,84.4,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,82.08%,735,97.47%,70000,62,Articuno,Normal,0,,,,,,,,,
293,Articuno,Normal,144,,1704,129,13,14,10,82.2,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,24.54%,3091,94.81%,65000,58,Articuno,Normal,0,,,,,,,,,
294,Regice,,378,,1754,122,12,14,15,91.1,20.0,20.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,2500,,,,,,,,,74.58%,1042,97.01%,60500,54,Regice,,0,,,,,,,,,
295,Electabuzz,,125,♂,1764,119,3,7,0,22.2,30.0,30.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,5000,,,,,,,,,37.14%,2575,95.43%,34000,132,Electivire,,0,,,,,,,,,
296,Hitmonlee,,106,♂,1902,102,6,8,8,48.9,28.0,28.0,,,,"2026-09-25 00:27","2026-09-25 00:27",,,,0,0,0,4500,,,,,,,,,72.06%,1145,96.63%,257000,198,Hitmonlee,,0,,,,,,,,,
297,Moltres,Normal,146,,1951,130,15,12,12,86.7,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,4500,,,,,,,,,54.11%,1880,95.80%,35000,31,Moltres,Normal,0,,,,,,,,,
298,Zapdos,Normal,145,,1961,130,11,13,12,80.0,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,29.38%,2893,95.18%,31000,28,Zapdos,Normal,0,,,,,,,,,
299,Zapdos,Normal,145,,1962,132,10,12,15,82.2,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,40.85%,2423,95.63%,31000,28,Zapdos,Normal,0,,,,,,,,,
300,Zapdos,Normal,145,,1969,130,14,11,11,80.0,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,18.00%,3359,94.64%,31000,28,Zapdos,Normal,0,,,,,,,,,
301,Zapdos,Normal,145,,1970,132,11,12,15,84.4,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,50.60%,2024,96.00%,31000,28,Zapdos,Normal,0,,,,,,,,,
302,Zapdos,Normal,145,,1982,130,15,12,11,84.4,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,36.85%,2587,95.48%,31000,28,Zapdos,Normal,0,,,,,,,,,
303,Zapdos,Normal,145,,1991,131,15,12,13,88.9,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,54.31%,1872,96.13%,31000,28,Zapdos,Normal,0,,,,,,,,,
304,Scyther,,123,♀,1998,123,15,8,6,64.4,27.0,27.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,4000,,,,,,,,,38.66%,2513,95.41%,18000,66,Kleavor,,0,,,,,,,,,
305,Xurkitree,,796,,2196,125,10,12,15,82.2,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,81.83%,745,97.18%,14000,13,Xurkitree,,0,,,,,,,,,
306,Xurkitree,,796,,2197,124,14,10,13,82.2,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,44.49%,2274,95.61%,14000,13,Xurkitree,,0,,,,,,,,,
307,Xurkitree,,796,,2212,123,15,12,12,86.7,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,2500,,,,,,,,,80.95%,781,97.13%,14000,13,Xurkitree,,0,,,,,,,,,
308,Zamazenta,Hero,889,,2651,135,12,10,11,73.3,25.0,25.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,
309,Zamazenta,Hero,889,,2692,137,13,12,14,86.7,25.0,25.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,
310,Xurkitree,,796,,3028,145,15,14,15,97.8,27.0,27.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
311,Mewtwo,Mega Y,150,,3673,145,15,15,15,100.0,20.0,20.0,,,,"2026-09-25 00:26","2026-09-25 00:26",,,,0,0,0,15000,,,,,,,,,,,,,,,,,,,,,,,,,
